id,tested_positive
0,9.594205
1,9.594205
2,9.594205
3,9.594205
4,9.594205
5,9.594205
6,9.594205
7,9.594205
8,9.594205
9,9.594205
10,9.594205
11,9.594205
12,9.594205
13,9.594205
14,9.594205
15,9.594205
16,9.594205
17,9.594205
18,9.594205
19,9.594205
20,9.594205
21,9.594205
22,9.594205
23,9.594205
24,9.594205
25,9.594205
26,9.594205
27,9.594205
28,9.594205
29,9.594205
30,9.594205
31,9.594205
32,9.594205
33,9.594205
34,9.594205
35,9.594205
36,9.594205
37,9.594205
38,9.594205
39,9.594205
40,9.594205
41,9.594205
42,9.594205
43,9.594205
44,9.594205
45,9.594205
46,9.594205
47,9.594205
48,9.594205
49,9.594205
50,9.594205
51,9.594205
52,9.594205
53,9.594205
54,9.594205
55,9.594205
56,9.594205
57,9.594205
58,9.594205
59,9.594205
60,9.594205
61,9.594205
62,9.594205
63,9.594205
64,9.594205
65,9.594205
66,9.594205
67,9.594205
68,9.594205
69,9.594205
70,9.594205
71,9.594205
72,9.594205
73,9.594205
74,9.594205
75,9.594205
76,9.594205
77,9.594205
78,9.594205
79,9.594205
80,9.594205
81,9.594205
82,9.594205
83,9.594205
84,9.594205
85,9.594205
86,9.594205
87,9.594205
88,9.594205
89,9.594205
90,9.594205
91,9.594205
92,9.594205
93,9.594205
94,9.594205
95,9.594205
96,9.594205
97,9.594205
98,9.594205
99,9.594205
100,9.594205
101,9.594205
102,9.594205
103,9.594205
104,9.594205
105,9.594205
106,9.594205
107,9.594205
108,9.594205
109,9.594205
110,9.594205
111,9.594205
112,9.594205
113,9.594205
114,9.594205
115,9.594205
116,9.594205
117,9.594205
118,9.594205
119,9.594205
120,9.594205
121,9.594205
122,9.594205
123,9.594205
124,9.594205
125,9.594205
126,9.594205
127,9.594205
128,9.594205
129,9.594205
130,9.594205
131,9.594205
132,9.594205
133,9.594205
134,9.594205
135,9.594205
136,9.594205
137,9.594205
138,9.594205
139,9.594205
140,9.594205
141,9.594205
142,9.594205
143,9.594205
144,9.594205
145,9.594205
146,9.594205
147,9.594205
148,9.594205
149,9.594205
150,9.594205
151,9.594205
152,9.594205
153,9.594205
154,9.594205
155,9.594205
156,9.594205
157,9.594205
158,9.594205
159,9.594205
160,9.594205
161,9.594205
